sample,Barcode,Pond_ID,Device,County,Easting,Northing,Survey_ID,PilotArea,Max_Depth,Approx_Circ,Max_Width,Max_Length,Pond_Area,Pond_Density,Overhang,Shading,Macrophytes,HSI,Permanance,Quality,Pond_Substrate,Inflow,Outflow,Pollution,Amphibians,Waterfowl,Fish,Woodland,Rough_Grass,Scrub_Hedge,Ruderals,Terrestrial_Other,Overall_Habitat_Score,HSI_Band,ESRI_OID
F362,S14-024644,SJ65NE_372,T16,Cheshire,366739.5,359136.98,T7-31,"Nantwich, Cheshire",1,130,23,42,966,9.87,0,0,70,0.941957298,Never dries,Good,Clay,Absent,Present,Absent,Sm/pal larva;C.frog spawn;Smooth ad,Minor,Absent,Important,Some,Important,Some,Important,Good,Excellent,113
F363,S14-024007,TF18SE_340,T25,Lincoln,516511.16,383466.29,T6-120,"Wragby, Lincolnshire",1.5,105,20,35,650,6.05,50,80,20,0.739589179,Never dries,Moderate,Clay,Absent,Absent,Absent,C.frog spawn,Minor,Possible,None,Important,Important,Some,None,Moderate,Good,423
F364,S14-024863,TF17NW_285,T25,Lincoln,514725.37,375348.11,T8-42,"Wragby, Lincolnshire",1,40,10,10,100,6.69,100,70,0,0.469706869,Dries annually,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,None,Some,Some,None,Some,Poor,Poor,397
F365,S14-024622,TF17NE_10,T29,Lincoln,516175.48,379817.33,T6-117,"Wragby, Lincolnshire",2,100,20,30,600,20.38,30,60,0,0.69931019,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,,None,Some,Some,Some,None,Poor,Average,315
F366,S14-024610,TF28NW_168,T21,Lincoln,522946.34,385342,T26-27,"Wragby, Lincolnshire",5,100,17,45,600,0.32,40,30,10,0.748432222,Never dries,Good,Sand/gravel/pebbles;Clay,Absent,Absent,Absent,None,Minor,Possible,Important,Important,Important,None,Some,Good,Good,477
F367,S14-024609,TF27NE_571,T21,Lincoln,525194.56,379591.26,T26-54,"Wragby, Lincolnshire",1.2,30,6,8,50,0.96,0,0,10,0.555536419,Never dries,Moderate,Lined,Present,Absent,Absent,None,Absent,Minor,Some,Some,Important,None,Some,Moderate,Below Average,455
F368,S14-024634,TF28SW_459,T21,Lincoln,524174.75,380027.22,T26-57,"Wragby, Lincolnshire",0.5,75,17,26,250,1.59,100,100,0,0.544546576,Rarely dries,Poor,Clay,Absent,Absent,Absent,None,Minor,Possible,Important,Some,Important,None,None,Moderate,Below Average,491
F369,S14-024588,TF28NW_143,T21,Lincoln,521398.31,387190.74,T26-24,"Wragby, Lincolnshire",3,155,31,53,550,2.55,50,40,10,0.721570542,Never dries,Moderate,Not known,Present,Present,Absent,None,Minor,Minor,Important,Some,Important,None,Some,Good,Good,476
F37,S14-023867,SJ65SW_1170,T20,Cheshire,363780.58,354596.79,T10-74,"Nantwich, Cheshire",1,90,15,30,450,9.87,20,20,30,0.826576323,Rarely dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,Absent,None,Some,Important,Some,None,Moderate,Excellent,225
F370,S14-024403,TF17NE_19,T21,Lincoln,515264.12,378769.85,T6-63,"Wragby, Lincolnshire",1,67,10,25,250,2.87,20,20,10,0.694287526,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,Possible,Some,None,Important,Some,None,Moderate,Average,319
F371,S14-024617,TF18SE_373,T29,Lincoln,515867.16,380425.45,T6-31,"Wragby, Lincolnshire",2,35,5,10,50,10.19,100,40,0,0.624503054,Rarely dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,Possible,Some,Important,Some,Important,Some,Good,Average,434
F372,S14-024585,TF17NE_34,T25,Lincoln,519840.65,377718.5,T6-97,"Wragby, Lincolnshire",1,70,15,20,300,2.23,30,50,40,0.752215049,Never dries,Moderate,Clay,Present,Present,Absent,None,Minor,Possible,None,Important,Some,Important,None,Moderate,Good,325
F373,S14-024401,TF18SW_496,T22,Lincoln,513722.2,380682.21,T6-121,"Wragby, Lincolnshire",1.5,70,10,25,250,15.29,10,10,70,0.766894663,Rarely dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,Absent,None,Some,None,None,None,Poor,Good,452
F374,S14-024038,TF17NE_47,T25,Lincoln,518371.85,377900.64,T6-47,"Wragby, Lincolnshire",1,70,12,26,250,5.73,10,60,10,0.753023077,Sometimes dries,Moderate,Clay,Absent,Absent,Absent,None,Absent,Absent,Important,Important,Important,Important,None,Good,Good,329
F375,S14-024640,TF28NW_568,T21,Lincoln,522961.37,385471.7,T26-25,"Wragby, Lincolnshire",0.75,40,6,10,50,1.91,30,10,50,0.622120683,Sometimes dries,Moderate,Sand/gravel/pebbles;Clay,Absent,Absent,Absent,None,Minor,Possible,Important,Important,Important,None,Some,Good,Average,478
F376,S14-024614,TF17NE_89,T25,Lincoln,516569.22,375305.15,T6-17,"Wragby, Lincolnshire",1,70,10,25,200,3.18,20,0,60,0.791194242,Rarely dries,Moderate,Clay,Present,Absent,Absent,None,Minor,Possible,Important,Important,Important,Important,Some,Good,Good,353
F377,S14-024406,TF17NE_77,T25,Lincoln,516087.19,375502.32,T6-44,"Wragby, Lincolnshire",2,70,15,20,300,6.37,30,20,30,0.739465214,Rarely dries,Good,Clay,Absent,Absent,Absent,None,Minor,Possible,Some,None,None,Some,None,Poor,Good,347
F378,S14-024589,TF28SW_473,T25,Lincoln,522064.66,381482.4,T26-19,"Wragby, Lincolnshire",2,90,15,40,250,4.78,80,90,10,0.483263102,Dries annually,Moderate,Clay,Present,Present,Absent,None,Minor,Possible,Important,Some,Some,None,None,Poor,Poor,495
F379,S14-024022,TF17NE_64,T25,Lincoln,518183.67,377881.23,T6-48,"Wragby, Lincolnshire",1,80,12,28,300,5.73,60,50,20,0.755524126,Sometimes dries,Moderate,Clay,Present,Present,Absent,None,Absent,Possible,Important,Important,Important,Important,None,Good,Good,340
F38,S14-024759,SJ65NW_835,T18,Cheshire,364814.08,359909.85,T10-137,"Nantwich, Cheshire",1.5,90,10,35,350,10.19,0,0,30,0.666439966,Dries annually,Moderate,Clay,Present,Present,Absent,None,Minor,Absent,Important,Important,Some,Some,Some,Good,Average,186
F380,S14-024619,TF18SE_369,T29,Lincoln,516174.89,380068.03,T6-37,"Wragby, Lincolnshire",2,110,20,34,700,10.19,10,10,10,0.790048033,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,Possible,Some,Important,Important,Important,None,Good,Good,430
F381,S14-024641,TF18SE_371,T29,Lincoln,516324.81,380302.5,T6-35,"Wragby, Lincolnshire",2,230,10,25,250,4.78,40,60,10,0.621185849,Rarely dries,Poor,Clay,Absent,Absent,Absent,None,Minor,Possible,None,Some,None,None,None,Poor,Average,432
F382,S14-023767,TQ83NE_332,T14,Kent,585694.08,139840.52,T25-32,"Ashford, Kent",1.5,90,20,45,800,5.73,100,100,0,0.615783911,Never dries,Poor,Clay,Absent,Absent,Absent,None,Minor,Absent,Some,None,Important,None,None,Moderate,Average,500
F383,S14-024780,SJ55NE_528,T16,Cheshire,358858.73,356877.65,T1-99,"Nantwich, Cheshire",0.3,80,30,12,360,18.47,80,90,10,0.654921069,Rarely dries,Poor,Clay,Absent,Absent,Absent,None,Minor,Absent,Some,Some,Important,None,Some,Moderate,Average,24
F384,S14-024163,TF17NW_249,T22,Lincoln,514116.72,376742.66,T8-84,"Wragby, Lincolnshire",2,60,14,22,240,4.78,60,50,10,0.720874221,Never dries,Moderate,Clay,Present,Present,Absent,None,Minor,Absent,Some,Some,Important,None,Some,Moderate,Good,380
F385,S14-024039,TF17NE_70,T25,Lincoln,515685.62,376334.57,T6-39,"Wragby, Lincolnshire",1,120,6,55,300,2.55,80,80,0,0.629621624,Sometimes dries,Poor,Clay,Absent,Present,Absent,None,Absent,Absent,Some,Some,None,Some,None,Moderate,Average,342
F386,S14-024162,TF17NW_248,T22,Lincoln,513954.36,376634.43,T8-85,"Wragby, Lincolnshire",2,69,18,21,300,7.96,100,90,10,0.712963243,Never dries,Moderate,Clay,Present,Present,Absent,None,Minor,Absent,Important,Important,Important,None,Some,Good,Good,379
F387,S14-024854,SJ55NE_539,T16,Cheshire,359249.18,356420.4,T10-121,"Nantwich, Cheshire",0.5,60,10,20,200,25.16,100,100,0,0.55255689,Sometimes dries,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,Important,Some,Important,Some,Some,Moderate,Below Average,27
F389,S14-024297,TF17NW_299,T22,Lincoln,513533.16,377332.38,T8-13,"Wragby, Lincolnshire",0.4,95,10,40,320,8.6,80,60,70,0.721431275,Dries annually,Moderate,Clay,Present,Absent,Absent,None,Absent,Absent,Important,Important,Important,None,Some,Good,Good,406
F39,S14-024145,TF17NE_71,T29,Lincoln,515695.15,377594.31,T6-66,"Wragby, Lincolnshire",1,58,10,20,200,6.37,0,40,80,0.842211098,Rarely dries,Moderate,Clay,Absent,Absent,Absent,None,Absent,Absent,None,Important,Important,Some,None,Moderate,Excellent,343
F390,S14-024770,SJ64NW_251,T18,Cheshire,362454.17,346265.41,T5-86,"Nantwich, Cheshire",1,100,15,35,525,3.18,90,60,0,0.804755813,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Absent,Absent,Important,None,Important,Some,Some,Moderate,Excellent,97
F391,S14-024847,SJ64NW_217,T20,Cheshire,363747.97,348109.48,T19-46,"Nantwich, Cheshire",1,100,24,30,600,3.18,0,0,10,0.480399686,Never dries,Poor,Clay,Absent,Absent,Absent,None,Absent,Major,Some,None,Some,None,None,Moderate,Poor,92
F392,S14-024155,TF17NW_238,T22,Lincoln,513364.76,376593.59,T8-10,"Wragby, Lincolnshire",0.2,108,4,50,200,7.01,90,80,0,0.563570446,Dries annually,Moderate,Clay,Absent,Absent,Absent,None,Absent,Absent,Important,Some,Important,None,Some,Moderate,Below Average,372
F393,S14-024161,TF17NW_241,T22,Lincoln,514940.77,377082.03,T8-89,"Wragby, Lincolnshire",1,70,5,30,150,6.69,50,30,70,0.736601978,Sometimes dries,Good,Clay,Absent,Absent,Absent,None,Absent,Absent,None,Some,Some,None,Some,Poor,Good,374
F394,S14-024782,SJ65NW_806,T16,Cheshire,360467.93,355213.6,T1-114,"Nantwich, Cheshire",2,120,20,40,800,7.01,90,100,0,0.716093058,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Absent,Absent,Important,Important,Important,None,Important,Good,Good,180
F395,S14-024778,SJ65SW_1274,T18,Cheshire,363772.42,351648.46,T19-11,"Nantwich, Cheshire",0.3,50,11,14,100,2.55,90,100,0,0.430287157,Dries annually,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,Some,Some,Some,None,None,Moderate,Poor,256
F396,S14-024183,TF17NW_298,T22,Lincoln,513527.12,377249.6,T8-14,"Wragby, Lincolnshire",1,45,15,15,150,17.52,40,40,40,0.792319713,Sometimes dries,Good,Clay,Absent,Absent,Absent,None,Absent,Absent,Important,Important,Important,None,Important,Good,Good,405
F397,S14-024840,SJ64NW_161,T20,Cheshire,363759.36,347935.36,T19-49,"Nantwich, Cheshire",1,60,17,15,200,3.5,20,20,0,0.431632394,Never dries,Poor,Clay,Present,Absent,Absent,None,Absent,Major,Some,None,Important,None,None,Moderate,Poor,79
F398,S14-024160,TF17NW_258,T22,Lincoln,512680.36,377053.29,T8-11,"Wragby, Lincolnshire",0.5,30,5,10,50,5.1,100,50,0,0.60557927,Rarely dries,Poor,Clay,Absent,Absent,Present,None,Minor,Absent,Important,Important,Some,None,Some,Good,Average,383
F399,S14-024741,TQ94SW_2950,T14,Kent,591632.88,141395.31,T30-18,"Ashford, Kent",1,144,24,46,950,8.28,20,60,10,0.76298685,Never dries,Good,Clay,Absent,Absent,Absent,None,Absent,Minor,Some,Some,Important,None,Some,Moderate,Good,682
F4,S14-023984,SJ66SW_1039,T18,Cheshire,364536.68,361575.8,T1-62,"Nantwich, Cheshire",2,150,22,49,1000,12.42,10,10,20,0.333636218,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Major,Major,None,None,Some,Some,None,Moderate,Poor,283
F40,S14-023852,SJ65NW_659,T16,Cheshire,363719.31,358679.69,T1-48,"Nantwich, Cheshire",1,100,10,40,400,6.37,10,10,50,0.439572066,Dries annually,Bad,Clay,Present,Present,Absent,None,Minor,Absent,Important,None,Important,None,None,Moderate,Poor,143
F400,S14-025261,TQ83NW_3357,T14,Kent,583463.97,140027.55,T13-151,"Ashford, Kent",0.5,140,30,40,1200,19.11,90,90,10,0.700082168,Sometimes dries,Moderate,Clay,Present,Absent,Absent,C.frog spawn,Absent,Absent,Some,None,Important,None,Some,Moderate,Good,579
F401,S14-024768,TQ83NW_1838,T14,Kent,583347.18,139672.44,T13-153,"Ashford, Kent",1,32,7,8,56,39.49,0,10,60,0.673060112,Sometimes dries,Moderate,Clay,Absent,Absent,Absent,None,Absent,Absent,None,None,Important,None,Some,Moderate,Average,572
F402,S14-024411,TQ83NW_3345,T14,Kent,583434.82,139997.56,T13-150,"Ashford, Kent",0.5,55,12,15,180,28.66,100,100,0,0.457073586,Dries annually,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,Some,None,Important,None,Some,Moderate,Poor,578
F403,S14-024872,TQ83NW_1855,T14,Kent,583607.25,138725.62,T13-130,"Ashford, Kent",1,105,30,30,900,13.69,70,100,0,0.603112213,Sometimes dries,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,Important,Some,Important,None,None,Moderate,Average,574
F404,S14-024186,TF17NE_541,T22,Lincoln,515057.79,376868.53,T6-14,"Wragby, Lincolnshire",1,40,15,15,100,18.15,0,0,30,0.462145236,Never dries,Moderate,Lined,Present,Present,Absent,None,Absent,Major,None,Some,Some,Some,Some,Moderate,Poor,331
F405,S14-024014,TF17SW_511,T21,Lincoln,513667.92,372500.83,T8-64,"Wragby, Lincolnshire",2,150,25,50,1250,28.34,10,0,70,0.837683067,Never dries,Good,Clay,Absent,Absent,Absent,None,Minor,Absent,None,Some,Some,None,Some,Poor,Excellent,415
F406,S14-024165,TF27NW_202,T21,Lincoln,523164.34,378395.03,T26-20,"Wragby, Lincolnshire",1,118,17,31,550,2.87,20,0,0,0.66896559,Rarely dries,Poor,Not known,Present,Present,Absent,None,Minor,Absent,Important,Some,Some,None,None,Poor,Average,472
F407,S14-024013,TF18SE_562,T21,Lincoln,519271.51,382385.75,T6-5,"Wragby, Lincolnshire",2,50,18,12,400,1.59,0,0,10,0.752682064,Never dries,Good,Clay,Absent,Present,Absent,None,Minor,Possible,None,Important,Some,Some,Some,Moderate,Good,449
F408,S14-024157,TF27NW_205,T21,Lincoln,522578.05,378549.13,T26-22,"Wragby, Lincolnshire",3,129,25,40,1000,2.55,10,10,0,0.65787111,Never dries,Good,Clay,Present,Present,Absent,None,Minor,Minor,None,Important,Important,None,None,Poor,Average,474
F409,S14-024296,TF17NE_72,T21,Lincoln,515296.95,376785.13,T8-87,"Wragby, Lincolnshire",1,80,5,35,200,12.42,90,60,0,0.6693258,Sometimes dries,Moderate,Clay,Present,Present,Absent,None,Minor,Possible,Some,Important,Important,Some,None,Good,Average,344
F41,S14-024002,SJ65NW_636,T20,Cheshire,360905.14,359013.18,T5-46,"Nantwich, Cheshire",0.5,100,20,30,600,8.6,70,50,90,0.649367585,Dries annually,Poor,Clay,Absent,Absent,Absent,None,Minor,Absent,Important,None,Important,None,Some,Moderate,Average,132
F410,S14-024034,TF17NW_233,T22,Lincoln,513654.53,376902.87,T8-5,"Wragby, Lincolnshire",3,400,75,125,9375,7.01,20,30,60,0.348842593,Never dries,Good,Sand/gravel/pebbles;Clay,Absent,Absent,Absent,None,Major,Major,Important,Important,Some,Some,Important,Good,Poor,369
F411,S14-024135,TF17NW_237,T22,Lincoln,513705.41,376992.69,T8-8,"Wragby, Lincolnshire",2,24,5,7,35,7.01,40,40,50,0.414994511,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Major,Possible,Important,Some,Some,Some,Some,Good,Poor,371
F412,S14-024205,TF17NW_234,T22,Lincoln,513674.18,377010.58,T8-7,"Wragby, Lincolnshire",2,36,8,10,80,4.78,40,40,10,0.412141185,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Major,Possible,Important,Some,Some,Some,Some,Good,Poor,370
F413,S14-024182,TF17NE_96,T29,Lincoln,516165.68,376762.98,T6-42,"Wragby, Lincolnshire",1,60,15,22,300,4.78,10,20,100,0.800269167,Sometimes dries,Moderate,Clay,Present,Absent,Absent,None,Absent,Absent,None,Important,Important,Some,None,Moderate,Excellent,357
F414,S14-024874,TF17NE_80,T29,Lincoln,515290.17,375064.57,T6-61,"Wragby, Lincolnshire",2,245,10,25,250,7.96,20,30,0,0.76352645,Rarely dries,Moderate,Clay,Absent,Absent,Absent,None,Absent,Absent,Some,Some,Important,Some,None,Moderate,Good,349
F415,S14-024864,TF18SE_563,T21,Lincoln,519389.61,382477.5,T6-4,"Wragby, Lincolnshire",2,80,17,32,400,1.59,0,0,10,0.723134443,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,Possible,None,Important,Some,Some,Some,Moderate,Good,450
F416,S14-024867,TF17NW_286,T29,Lincoln,514781.12,375448.07,T8-49,"Wragby, Lincolnshire",0.4,70,5,30,150,12.74,100,90,0,0.456386761,Dries annually,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,None,Some,Some,None,None,Poor,Poor,398
F417,S14-024865,TF18SE_561,T21,Lincoln,519149.85,382329.84,T6-6,"Wragby, Lincolnshire",3,280,70,70,1200,1.59,0,0,20,0.780982436,Never dries,Good,Clay,Absent,Present,Absent,None,Minor,Possible,None,Important,Some,Some,Some,Moderate,Good,448
F418,S14-024860,TF17SW_517,T21,Lincoln,510254.32,373202.06,T8-27,"Wragby, Lincolnshire",4,250,50,75,3600,6.37,10,10,20,0.474446151,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Major,Possible,Some,Important,Some,None,Some,Moderate,Poor,416
F419,S14-024858,TF17SW_504,T21,Lincoln,511330.09,373253.72,T8-26,"Wragby, Lincolnshire",1.5,40,5,15,75,14.33,30,10,0,0.650020549,Rarely dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,Absent,Important,Important,Some,Some,Important,Good,Average,412
F42,S14-023770,TQ83NE_522,T14,Kent,586893.86,138962.92,T25-116,"Ashford, Kent",0,0,0,0,0,21.34,100,100,0,0.42603634,Never dries,Poor,Clay,Present,Present,Absent,None,Absent,Possible,Important,Important,Some,None,None,Poor,Poor,522
F420,S14-024336,TF17NW_223,T22,Lincoln,510677.14,378571.26,T26-5,"Wragby, Lincolnshire",1.5,80,15,25,375,5.1,0,0,60,0.489713752,Never dries,Poor,Rock;Sand/gravel/pebbles,Present,Absent,Absent,None,Minor,Major,Some,None,None,None,None,Moderate,Poor,366
F421,S14-025237,TQ83NW_1839,T14,Kent,583401.02,139859.71,T13-149,"Ashford, Kent",0.5,90,20,25,500,30.57,10,10,100,0.717007931,Dries annually,Moderate,Clay,Present,Present,Absent,None,Absent,Absent,None,None,Important,None,Some,Moderate,Good,573
F422,S14-024299,TF17NW_289,T22,Lincoln,510510.89,378393.96,T8-109,"Wragby, Lincolnshire",2,160,20,60,1200,8.92,10,10,40,0.83169153,Never dries,Good,Clay,Present,Absent,Absent,None,Minor,Possible,None,Important,Important,None,Some,Moderate,Excellent,401
F423,S14-024015,TF17NW_244,T22,Lincoln,514233.07,377736.86,T8-104,"Wragby, Lincolnshire",1,80,10,20,200,3.18,80,60,0,0.719585335,Rarely dries,Poor,Clay,Present,Absent,Present,None,Absent,Absent,Important,Important,Some,None,Some,Good,Good,375
F424,S14-024311,TF17NW_245,T22,Lincoln,514255.78,377738.94,T8-105,"Wragby, Lincolnshire",1,100,20,15,300,3.18,80,60,0,0.699179088,Sometimes dries,Poor,Clay,Absent,Absent,Present,None,Absent,Absent,Important,Important,Some,None,Some,Good,Average,376
F425,S14-024184,TF17NW_287,T22,Lincoln,510388.38,378689.29,T26-6,"Wragby, Lincolnshire",1.5,140,15,60,600,11.46,0,0,60,0.863353362,Never dries,Good,Clay,Present,Absent,Absent,None,Minor,Possible,None,None,Important,Some,Some,Moderate,Excellent,399
F426,S14-024781,SJ65SW_1149,T16,Cheshire,363519.54,351620,T19-15,"Nantwich, Cheshire",0.5,70,22,22,400,2.55,20,50,50,0.66896559,Sometimes dries,Poor,Clay,Absent,Absent,Absent,None,Minor,Absent,Some,None,Some,Some,Some,Poor,Average,215
F427,S14-024300,TF17NW_246,T22,Lincoln,514225.39,377748.38,T8-103,"Wragby, Lincolnshire",0.75,80,10,20,200,2.87,80,60,0,0.662289553,Sometimes dries,Poor,Clay,Present,Absent,Absent,None,Absent,Absent,Important,Important,Some,None,Some,Good,Average,377
F428,S14-023819,TQ83NE_558,T14,Kent,586039.32,137923.74,T25-159,"Ashford, Kent",2,340,40,100,2500,18.79,80,80,20,0.747754596,Never dries,Moderate,Clay,Present,Absent,Absent,C.frog ad;C.frog spawn,Absent,Possible,Some,Important,Important,None,Important,Moderate,Good,536
F429,S14-023817,TQ83NE_523,T14,Kent,586980.65,138591.25,T25-114,"Ashford, Kent",1.5,130,30,35,950,20.06,10,30,10,0.818979704,Never dries,Good,Clay,Absent,Absent,Absent,None,Minor,Absent,None,Important,Important,None,None,Moderate,Excellent,523
F43,S14-023999,SJ65NW_650,T18,Cheshire,361157,358522.99,T5-58,"Nantwich, Cheshire",1,19,45,53,1780,8.28,10,10,70,0.742827999,Never dries,Poor,Clay,Absent,Absent,Absent,None,Minor,Absent,None,None,Important,None,None,Poor,Good,139
F430,S14-023814,TQ84SW_3207,T9,Kent,584613.23,140857.05,T29-47,"Ashford, Kent",0.5,32,6,7,50,42.04,40,40,10,0.508461645,Dries annually,Poor,Clay,Present,Absent,Absent,None,Absent,Absent,Some,Some,Important,None,Important,Good,Below Average,627
F431,S14-023840,TQ84SE_2391,T9,Kent,586417.9,141938.15,T29-149,"Ashford, Kent",7,108,24,30,200,1.91,10,10,0,0.248710226,Never dries,Poor,Clay,Absent,Present,Absent,None,Major,Major,None,Some,Important,None,Some,Poor,Poor,614
F432,S14-023839,TQ84SE_2358,T9,Kent,587217.37,141279.15,T29-125,"Ashford, Kent",1,50,16,18,200,1.91,90,100,30,0.638997002,Sometimes dries,Moderate,Clay,Absent,Absent,Absent,None,Absent,Absent,Some,Important,Important,None,Some,Good,Average,612
F433,S14-023859,SJ65NE_380,T20,Cheshire,365051.26,359174.91,T7-41,"Nantwich, Cheshire",0.3,48,12,12,144,9.24,10,0,70,0.428776757,Sometimes dries,Moderate,Clay,Absent,Absent,Absent,None,Major,Absent,Important,None,Important,None,Some,Poor,Poor,116
F434,S14-024842,SJ55NE_567,T18,Cheshire,359817.85,356410.06,T10-131,"Nantwich, Cheshire",0.5,50,10,15,150,10.83,100,100,0,0.500180825,Sometimes dries,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,None,Some,Important,Some,None,Poor,Below Average,36
F435,S14-024866,TF17NE_95,T25,Lincoln,515876.08,376332.92,T6-41,"Wragby, Lincolnshire",1,50,5,20,100,3.5,40,40,50,0.6802074,Sometimes dries,Good,Clay,Absent,Absent,Absent,None,Minor,Possible,None,Some,Important,Some,None,Moderate,Average,356
F436,S14-024859,TF27NW_204,T21,Lincoln,522556.71,378476.36,T26-23,"Wragby, Lincolnshire",2,93,17,35,450,3.82,80,70,0,0.52127684,Dries annually,Good,Clay,Present,Present,Absent,None,Minor,Minor,None,Important,Important,None,None,Poor,Below Average,473
F437,S14-024193,SJ55SE_955,T20,Cheshire,359478.52,353310.38,T10-90,"Nantwich, Cheshire",1,70,10,25,250,13.38,50,60,10,0.659784169,Never dries,Poor,Not known,Present,Present,Present,None,Minor,Possible,None,Some,Important,Some,Some,Moderate,Average,53
F438,S14-024836,SJ64NW_315,T20,Cheshire,360315.54,348779.32,T4-10,"Nantwich, Cheshire",0.5,90,12,35,350,16.24,90,90,40,0.650085522,Sometimes dries,Poor,Clay,Absent,Absent,Absent,None,Minor,Absent,Important,Some,Important,Some,Some,Moderate,Average,106
F439,S14-025335,SJ65NW_1399,T16,Cheshire,360422.95,355344.76,T1-116,"Nantwich, Cheshire",0.3,240,18,100,1800,17.83,80,100,0,0.661477416,Rarely dries,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,None,Important,Important,None,Important,Good,Average,121
F44,S14-023994,SJ65NW_649,T16,Cheshire,360799.65,358361.25,T5-42,"Nantwich, Cheshire",3,196,38,60,2280,6.69,0,0,0,0.458245134,Never dries,Bad,Clay,Absent,Absent,Present,None,Absent,Absent,None,Some,Some,None,Some,Poor,Poor,138
F440,S14-024844,SJ64NW_163,T20,Cheshire,363781.3,347837.43,T19-50,"Nantwich, Cheshire",1.5,100,16,33,300,3.5,10,10,20,0.436090077,Never dries,Poor,Clay,Absent,Absent,Absent,None,Absent,Major,None,None,Some,None,None,Poor,Poor,80
F441,S14-023805,TQ84SE_2235,T9,Kent,587574.51,141925.63,T29-146,"Ashford, Kent",3,95,21,42,650,7.01,20,50,10,0.518855012,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Absent,Major,Some,Some,Important,None,Some,Moderate,Below Average,607
F442,S14-023743,TF18SE_384,T21,Lincoln,515168.03,380689.37,T6-81,"Wragby, Lincolnshire",1,25,4,10,50,9.55,100,100,0,0.462145236,Sometimes dries,Poor,Clay,Absent,Absent,Absent,None,Minor,Absent,Important,Some,None,Some,None,Moderate,Poor,440
F443,S14-023737,TF18SE_378,T29,Lincoln,515153.61,380666.83,T6-85,"Wragby, Lincolnshire",1,50,3,22,50,10.19,100,80,0,0.452852922,Dries annually,Moderate,Clay,Absent,Absent,Absent,None,Minor,Possible,Important,None,Some,Some,Some,Moderate,Poor,436
F444,S14-023793,SJ65SW_1173,T20,Cheshire,363290.15,354677.22,T19-44,"Nantwich, Cheshire",1.75,130,18,49,800,15.61,0,0,10,0.517807842,Never dries,Moderate,Clay,Absent,Absent,Absent,None,Absent,Major,None,Some,Some,Some,Some,Moderate,Below Average,226
F445,S14-023749,TF17NE_26,T29,Lincoln,515148.76,379799.93,T6-124,"Wragby, Lincolnshire",0.5,33,8,10,50,7.64,40,70,0,0.569823775,Sometimes dries,Moderate,Clay,Present,Present,Absent,None,Minor,Absent,None,Some,Important,Some,None,Moderate,Below Average,323
F446,S14-023892,TF17NE_24,T21,Lincoln,515651.16,378025.84,T6-65,"Wragby, Lincolnshire",1,60,10,18,200,5.73,40,50,80,0.876624248,Rarely dries,Good,Clay,Present,Present,Absent,None,Absent,Absent,None,Some,Important,Some,None,Moderate,Excellent,322
F447,S14-023724,SJ65NE_343,T18,Cheshire,365277.81,357581.53,T1-12,"Nantwich, Cheshire",2,80,10,30,300,9.87,100,100,10,0.601715617,Rarely dries,Poor,Clay,Present,Absent,Absent,None,Minor,Absent,None,None,Important,Some,Some,Moderate,Average,110
F448,S14-023845,TQ84SE_2090,T9,Kent,587669.21,144095.03,T29-143,"Ashford, Kent",0.5,65,10,20,200,2.87,100,100,0,0.461170357,Dries annually,Poor,Clay,Present,Absent,Absent,None,Absent,Absent,Important,Some,Important,None,Some,Moderate,Poor,597
F449,S14-023783,TQ83NE_810,T14,Kent,586934.72,138295.11,T25-92,"Ashford, Kent",2,250,75,40,2500,40.13,50,60,10,0.247067709,Never dries,Poor,Clay,Present,Absent,Absent,None,Major,Major,None,Some,Important,None,None,Poor,Poor,560
F45,S14-023983,SJ65NW_631,T16,Cheshire,361324.65,358925.52,T5-52,"Nantwich, Cheshire",0.5,76,16,22,220,4.78,20,10,90,0.695974945,Sometimes dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,Absent,None,None,Important,None,None,Poor,Average,128
